event_id,underlying_ticker,earnings_date,expiration_date,underlying_price_date_used,option_ticker,strike,contract_type,bar_date,relative_day,open,high,low,close,volume,vwap,transactions
AAPL_Q4_2024_2024-11-01,AAPL,2024-11-01,2024-11-08,2024-11-01,O:AAPL241108P00220000,220,put,2024-11-08,expiration_day,0.03,0.03,0.01,0.01,1848,0.0143,296
AAPL_Q4_2024_2024-11-01,AAPL,2024-11-01,2024-11-08,2024-11-01,O:AAPL241108P00225000,225,put,2024-10-31,pre_earnings_day,3.7,5.6,3.6,5.5,5896,4.6102,1604
AAPL_Q4_2024_2024-11-01,AAPL,2024-11-01,2024-11-08,2024-11-01,O:AAPL241108P00225000,225,put,2024-11-01,earnings_day,6.4,7.03,3.7,4.55,8855,4.8075,1718
AAPL_Q4_2024_2024-11-01,AAPL,2024-11-01,2024-11-08,2024-11-01,O:AAPL241108P00225000,225,put,2024-11-04,post_day_1,5.55,6.5,4.05,4.5,3690,4.9044,770
AAPL_Q4_2024_2024-11-01,AAPL,2024-11-01,2024-11-08,2024-11-01,O:AAPL241108P00225000,225,put,2024-11-05,,4.7,4.7,3.25,3.4,3816,3.7149,898
AAPL_Q4_2024_2024-11-01,AAPL,2024-11-01,2024-11-08,2024-11-01,O:AAPL241108P00225000,225,put,2024-11-06,,3.4,4.5,1.36,3.2,20781,2.1611,3109
AAPL_Q4_2024_2024-11-01,AAPL,2024-11-01,2024-11-08,2024-11-01,O:AAPL241108P00225000,225,put,2024-11-07,,1.74,1.86,0.27,0.28,44805,0.7783,6061
AAPL_Q4_2024_2024-11-01,AAPL,2024-11-01,2024-11-08,2024-11-01,O:AAPL241108P00225000,225,put,2024-11-08,expiration_day,0.22,0.25,0.01,0.01,31690,0.0719,2626
AAPL_Q4_2024_2024-11-01,AAPL,2024-11-01,2024-11-08,2024-11-01,O:AAPL241108P00230000,230,put,2024-10-31,pre_earnings_day,5.85,8.0,5.75,7.99,3199,7.0453,838
AAPL_Q4_2024_2024-11-01,AAPL,2024-11-01,2024-11-08,2024-11-01,O:AAPL241108P00230000,230,put,2024-11-01,earnings_day,10.1,10.44,6.55,7.99,4316,8.1097,524
AAPL_Q4_2024_2024-11-01,AAPL,2024-11-01,2024-11-08,2024-11-01,O:AAPL241108P00230000,230,put,2024-11-04,post_day_1,9.8,10.5,7.75,8.6,1291,8.6281,255
AAPL_Q4_2024_2024-11-01,AAPL,2024-11-01,2024-11-08,2024-11-01,O:AAPL241108P00230000,230,put,2024-11-05,,8.46,8.46,6.7,7.45,846,7.6061,151
AAPL_Q4_2024_2024-11-01,AAPL,2024-11-01,2024-11-08,2024-11-01,O:AAPL241108P00230000,230,put,2024-11-06,,7.2,8.8,4.53,7.5,1037,6.219,214
AAPL_Q4_2024_2024-11-01,AAPL,2024-11-01,2024-11-08,2024-11-01,O:AAPL241108P00230000,230,put,2024-11-07,,6.2,6.2,2.59,2.98,1759,3.5562,385
AAPL_Q4_2024_2024-11-01,AAPL,2024-11-01,2024-11-08,2024-11-01,O:AAPL241108P00230000,230,put,2024-11-08,expiration_day,2.82,3.55,1.74,2.96,5302,2.5516,839
