event_id,underlying_ticker,earnings_date,expiration_date,underlying_price_date_used,option_ticker,strike,contract_type,bar_date,relative_day,open,high,low,close,volume,vwap,transactions
AMZN_Q4_2024_2025-02-07,AMZN,2025-02-07,2025-02-14,2025-02-07,O:AMZN250214P00225000,225,put,2025-02-14,expiration_day,0.2,0.32,0.01,0.06,12980,0.1078,2378
AMZN_Q4_2024_2025-02-07,AMZN,2025-02-07,2025-02-14,2025-02-07,O:AMZN250214P00230000,230,put,2025-02-06,pre_earnings_day,5.15,5.97,4.35,4.54,3826,5.1557,1004
AMZN_Q4_2024_2025-02-07,AMZN,2025-02-07,2025-02-14,2025-02-07,O:AMZN250214P00230000,230,put,2025-02-07,earnings_day,3.7,4.62,1.91,4.0,13033,3.3811,3110
AMZN_Q4_2024_2025-02-07,AMZN,2025-02-07,2025-02-14,2025-02-07,O:AMZN250214P00230000,230,put,2025-02-10,post_day_1,2.9,3.45,1.27,1.48,17152,1.8413,3358
AMZN_Q4_2024_2025-02-07,AMZN,2025-02-07,2025-02-14,2025-02-07,O:AMZN250214P00230000,230,put,2025-02-11,,1.82,2.45,1.27,1.32,10244,1.7537,2591
AMZN_Q4_2024_2025-02-07,AMZN,2025-02-07,2025-02-14,2025-02-07,O:AMZN250214P00230000,230,put,2025-02-12,,2.12,3.35,1.41,2.45,11638,2.2776,2808
AMZN_Q4_2024_2025-02-07,AMZN,2025-02-07,2025-02-14,2025-02-07,O:AMZN250214P00230000,230,put,2025-02-13,,2.44,3.3,1.19,1.2,10688,2.0366,2360
AMZN_Q4_2024_2025-02-07,AMZN,2025-02-07,2025-02-14,2025-02-07,O:AMZN250214P00230000,230,put,2025-02-14,expiration_day,1.65,3.0,0.9,1.37,15246,1.6306,2237
AMZN_Q4_2024_2025-02-07,AMZN,2025-02-07,2025-02-14,2025-02-07,O:AMZN250214P00235000,235,put,2025-02-06,pre_earnings_day,7.04,8.2,6.22,6.45,2533,7.0846,733
AMZN_Q4_2024_2025-02-07,AMZN,2025-02-07,2025-02-14,2025-02-07,O:AMZN250214P00235000,235,put,2025-02-07,earnings_day,5.94,8.05,3.95,7.19,5432,5.7933,1225
AMZN_Q4_2024_2025-02-07,AMZN,2025-02-07,2025-02-14,2025-02-07,O:AMZN250214P00235000,235,put,2025-02-10,post_day_1,6.0,6.65,3.28,3.55,4246,4.1921,768
AMZN_Q4_2024_2025-02-07,AMZN,2025-02-07,2025-02-14,2025-02-07,O:AMZN250214P00235000,235,put,2025-02-11,,4.55,5.55,3.45,3.65,2017,4.27,425
AMZN_Q4_2024_2025-02-07,AMZN,2025-02-07,2025-02-14,2025-02-07,O:AMZN250214P00235000,235,put,2025-02-12,,4.82,7.05,4.36,6.35,608,5.6069,211
AMZN_Q4_2024_2025-02-07,AMZN,2025-02-07,2025-02-14,2025-02-07,O:AMZN250214P00235000,235,put,2025-02-13,,6.24,7.49,4.8,4.83,1027,6.4732,182
AMZN_Q4_2024_2025-02-07,AMZN,2025-02-07,2025-02-14,2025-02-07,O:AMZN250214P00235000,235,put,2025-02-14,expiration_day,5.75,7.6,5.42,6.25,949,6.3935,209
