event_id,underlying_ticker,earnings_date,expiration_date,underlying_price_date_used,option_ticker,strike,contract_type,bar_date,relative_day,open,high,low,close,volume,vwap,transactions
AAPL_Q4_2025_2025-10-31,AAPL,2025-10-31,2025-11-07,2025-10-31,O:AAPL251107P00270000,270,put,2025-11-04,,3.9,4.03,2.05,2.42,19308,2.6588,3681
AAPL_Q4_2025_2025-10-31,AAPL,2025-10-31,2025-11-07,2025-10-31,O:AAPL251107P00270000,270,put,2025-11-05,,3.15,4.2,1.47,1.9,15350,2.275,3121
AAPL_Q4_2025_2025-10-31,AAPL,2025-10-31,2025-11-07,2025-10-31,O:AAPL251107P00270000,270,put,2025-11-06,,2.96,3.08,0.74,1.74,63210,1.249,8191
AAPL_Q4_2025_2025-10-31,AAPL,2025-10-31,2025-11-07,2025-10-31,O:AAPL251107P00270000,270,put,2025-11-07,expiration_day,1.56,3.25,0.33,1.51,52988,1.1154,8947
AAPL_Q4_2025_2025-10-31,AAPL,2025-10-31,2025-11-07,2025-10-31,O:AAPL251107P00275000,275,put,2025-10-30,pre_earnings_day,7.4,9.41,6.4,7.35,2234,8.3036,145
AAPL_Q4_2025_2025-10-31,AAPL,2025-10-31,2025-11-07,2025-10-31,O:AAPL251107P00275000,275,put,2025-10-31,earnings_day,3.05,7.45,2.7,5.96,2092,5.4206,564
AAPL_Q4_2025_2025-10-31,AAPL,2025-10-31,2025-11-07,2025-10-31,O:AAPL251107P00275000,275,put,2025-11-03,post_day_1,5.6,9.05,5.6,7.61,463,7.8826,115
AAPL_Q4_2025_2025-10-31,AAPL,2025-10-31,2025-11-07,2025-10-31,O:AAPL251107P00275000,275,put,2025-11-04,,7.05,7.55,4.8,5.61,1466,5.7681,201
AAPL_Q4_2025_2025-10-31,AAPL,2025-10-31,2025-11-07,2025-10-31,O:AAPL251107P00275000,275,put,2025-11-05,,6.8,8.2,4.35,5.15,2785,5.2606,170
AAPL_Q4_2025_2025-10-31,AAPL,2025-10-31,2025-11-07,2025-10-31,O:AAPL251107P00275000,275,put,2025-11-06,,6.4,7.4,2.82,5.45,6426,3.726,605
AAPL_Q4_2025_2025-10-31,AAPL,2025-10-31,2025-11-07,2025-10-31,O:AAPL251107P00275000,275,put,2025-11-07,expiration_day,5.05,8.0,3.0,6.84,2962,6.3004,243
